text,intent,domain
Filter patients having heart rate equal to 233,filter_condition,Medical
List batches where cost is greater than 333,filter_condition,Manufacturing
Display patients whose heart rate exceeds 725,filter_condition,Medical
Display machines whose output exceeds 747,filter_condition,Manufacturing
Show all products with price below 899,filter_condition,Retail
Filter parts having runtime equal to 539,filter_condition,Manufacturing
Show all machines with output below 319,filter_condition,Manufacturing
Display transactions whose amount exceeds 352,filter_condition,Finance
Display sales whose price exceeds 386,filter_condition,Retail
Find total quantity for all orders,aggregate_sum,Retail
Filter players having score equal to 933,filter_condition,Sports
Filter grades having attendance equal to 223,filter_condition,Education
Compute mean of errors for all devices,aggregate_average,Technology
Display students whose marks exceeds 255,filter_condition,Education
Filter students having marks equal to 273,filter_condition,Education
Filter harvests having rainfall equal to 597,filter_condition,Agriculture
Filter grades having grade equal to 96,filter_condition,Education
Display players whose score exceeds 286,filter_condition,Sports
List tickets where uptime is greater than 318,filter_condition,Technology
List students where grade is greater than 351,filter_condition,Education
Show all subjects with marks below 131,filter_condition,Education
List machines where runtime is greater than 31,filter_condition,Manufacturing
List patients where blood pressure is greater than 445,filter_condition,Medical
Show all harvests with yield below 708,filter_condition,Agriculture
Display students whose marks exceeds 125,filter_condition,Education
Order players from largest to smallest assists,sort_descending,Sports
List teams where goals is greater than 286,filter_condition,Sports
List grades where attendance is greater than 482,filter_condition,Education
Show all players with score below 426,filter_condition,Sports
Show all patients with heart rate below 849,filter_condition,Medical
List sales where quantity is greater than 441,filter_condition,Retail
List patients where age is greater than 842,filter_condition,Medical
Display bottom rows from harvests,show_tail,Agriculture
Display records whose heart rate exceeds 738,filter_condition,Medical
Show all accounts with balance below 170,filter_condition,Finance
Show all patients with blood pressure below 337,filter_condition,Medical
Sort patients by age in descending order,sort_descending,Medical
Display devices whose response time exceeds 394,filter_condition,Technology
Filter transactions having balance equal to 636,filter_condition,Finance
Calculate sum of goals from teams,aggregate_sum,Sports
Create bar chart for grade,visualize_bar_chart,Education
List devices where response time is greater than 966,filter_condition,Technology
Show all harvests with yield below 884,filter_condition,Agriculture
List patients where age is greater than 669,filter_condition,Medical
Display parts whose output exceeds 893,filter_condition,Manufacturing
Display devices whose uptime exceeds 607,filter_condition,Technology
List devices where uptime is greater than 808,filter_condition,Technology
Display farms whose yield exceeds 314,filter_condition,Agriculture
Show all logs with errors below 258,filter_condition,Technology
Display tickets whose uptime exceeds 621,filter_condition,Technology
Display logs whose uptime exceeds 369,filter_condition,Technology
Display devices whose errors exceeds 877,filter_condition,Technology
Display transactions whose amount exceeds 905,filter_condition,Finance
Filter tests having heart rate equal to 751,filter_condition,Medical
Sort sales by price in ascending order,sort_ascending,Retail
Filter devices having uptime equal to 543,filter_condition,Technology
List orders where quantity is greater than 856,filter_condition,Retail
Display players whose score exceeds 331,filter_condition,Sports
List patients where age is greater than 338,filter_condition,Medical
Show all farms with rainfall below 107,filter_condition,Agriculture
List crops where yield is greater than 209,filter_condition,Agriculture
Filter devices having errors equal to 393,filter_condition,Technology
List orders where price is greater than 413,filter_condition,Retail
List players where assists is greater than 166,filter_condition,Sports
Find total quantity for all products,aggregate_sum,Retail
Find average quantity among sales,aggregate_average,Retail
Show average score by position,groupby_aggregate,Sports
Display machines whose runtime exceeds 388,filter_condition,Manufacturing
Order records from smallest to largest heart rate,sort_ascending,Medical
Show all machines with output below 964,filter_condition,Manufacturing
Filter players having score equal to 762,filter_condition,Sports
Display records whose heart rate exceeds 690,filter_condition,Medical
Order patients from largest to smallest age,sort_descending,Medical
Filter devices having errors equal to 594,filter_condition,Technology
Filter tickets having uptime equal to 628,filter_condition,Technology
Get maximum errors from tickets,aggregate_minmax,Technology
Display grades whose grade exceeds 483,filter_condition,Education
Display parts whose runtime exceeds 474,filter_condition,Manufacturing
Show all logs with errors below 890,filter_condition,Technology
Show all products with discount below 55,filter_condition,Retail
Filter accounts having balance equal to 802,filter_condition,Finance
Show all harvests with yield below 409,filter_condition,Agriculture
Display games whose assists exceeds 848,filter_condition,Sports
Compute mean of response time for all devices,aggregate_average,Technology
