Temperature(°C),Humidity(%),Average_Weight(g),Accel_X(m/s²),Accel_Y(m/s²),Accel_Z(m/s²),Average_RPM
25.35,72.43,320.09,5.82,-5.57,-6.9,479.28
22.39,76.35,231.85,-7.15,-3.72,8.99,709.18
48.21,64.71,345.98,8.72,-8.05,-6.44,1081.5
27.82,81.28,193.21,7.77,7.91,-1.62,817.22
45.6,56.66,233.34,-1.7,7.7,-8.35,1722.23
45.9,51.96,225.7,-9.88,2.3,8.43,1901.05
43.18,65.82,336.06,5.79,-8.76,2.48,140.16
25.07,84.15,207.08,7.62,6.08,9.25,1399.36
44.65,80.2,244.16,-6.51,-8.76,-9.15,228.55
43.08,70.69,187.45,8.32,-7.87,-6.5,1795.91
37.9,72.89,254.25,8.28,-3.49,-2.4,284.2
30.12,55.2,321.48,-0.57,-1.37,2.43,1983.02
27.88,83.63,210.81,5.96,-2.92,-3.41,855.5
23.66,81.48,312.16,-1.1,-6.7,4.24,763.87
35.29,76.26,332.26,1.28,-7.76,-6.7,1172.56
37.56,68.65,164.59,-3.6,7.19,2.01,788.71
30.78,88.58,301.28,-6.81,-2.74,-2.04,469.39
34.26,85.16,201.07,4.93,-5.63,0.16,1258.29
30.91,75.78,185.07,-9.97,-0.26,1.39,1456.73
39.23,64.87,270.22,1.59,-9.26,-8.8,1890.64
47.04,74.72,291.12,7.29,2.01,8.48,818.24
24.92,73.02,228.95,-5.57,-5.03,5.72,1411.55
31.44,65.77,75.22,-3.34,1.96,-1.15,1667.21
24.23,62.27,331.74,1.75,2.28,0.95,1662.77
38.75,66.28,296.15,-5.06,6.18,-9.35,68.54
41.87,72.96,204.33,6.95,-5.4,-0.04,711.4
47.96,67.13,249.37,-2.67,-0.73,-1.47,26.84
28.37,60.54,155.56,1.63,9.24,-2.51,1118.16
48.51,80.44,217.86,-5.48,4.54,6.31,1730.18
21.9,71.26,254.51,-9.17,9.51,-6.36,1629.84
38.09,52.71,253.44,-6.53,8.55,-6.47,1622.5
21.71,64.73,191.64,-9.08,2.21,0.43,703.67
46.81,85.4,305.35,-0.63,-4.72,3.74,92.66
35.89,80.21,209.77,1.73,5.14,-9.55,344.84
40.08,62.93,266.08,-9.11,3.96,0.92,1341.38
44.95,87.53,204.3,-8.19,1.78,-4.03,267.69
24.51,53.06,235.03,-0.29,3.96,5.14,250.66
21.16,88.45,191.5,5.98,2.27,-0.62,707.35
46.37,59.83,276.6,2.56,0.39,6.68,189.07
29.45,50.36,235.12,-7.91,-1.68,-2.06,659.57
23.87,67.35,153.22,7.75,-9.11,6.54,1939.39
34.05,64.36,155.63,8.35,7.31,4.33,39.9
37.95,71.56,244.23,-3.5,7.31,6.57,1661.09
20.93,81.87,186.65,2.32,1.88,6.25,1987.24
28.25,83.7,267.01,-0.15,-4.64,-0.27,872.81
20.98,66.05,231.64,8.84,-9.44,-2.64,1886.11
32.61,67.19,280.88,0.17,-9.97,5.3,522.29
46.85,55.93,340.48,9.2,-8.54,-2.77,1964.59
49.48,51.9,255.75,-6.01,-2.8,-8.21,1723.1
39.11,75.65,307.48,-15.8,9.49,10.21,1769.4
24.85,52.58,300.61,5.63,-4.7,-2.06,260.8
47.18,79.35,334.36,5.67,3.99,-7.35,1740.12
35.49,71.56,192.8,4.64,9.18,2.93,1883.65
24.61,57.94,315.47,7.19,-5.86,7.8,1638.1
47.65,71.58,331.1,4.05,-0.69,7.22,182.73
42.72,57.32,228.55,2.72,9.83,1.09,169.55
41.95,67.55,212.76,-0.82,8.63,-8.24,715.21
41.28,81.98,340.41,-0.66,-2.95,3.93,1409.85
26.01,44.56,275.53,-1.88,-3.61,2.18,24.91
26.33,55.95,226.14,2.4,-5.16,-5.8,1901.29
40.65,78.95,308.37,-1.87,-6.89,8.01,1050.9
26.59,57.47,210.89,-7.05,-0.8,-8.27,716.74
33.16,79.54,185.28,-7.87,-3.18,-2.54,1122.46
43.46,69.17,258.79,8.49,4.9,-8.11,1431.57
43.52,68.15,75.22,-9.51,-5.26,8.24,546.56
33.6,84.06,315.15,-7.89,4.73,-9.29,2723.02
43.77,78.34,241.41,-1.09,-4.24,-1.48,936.35
45.16,51.32,312.92,-4.74,1.85,7.24,1339.86
39.64,61.85,212.26,-1.88,2.77,-4.97,1412.74
26.85,84.84,265.07,-7.65,3.44,-7.9,648.11
28.22,50.73,191.69,-7.38,-6.49,-7.46,644.98
29.45,71.81,227.09,6.01,-4.35,-1.9,974.22
23.5,79.11,321.51,5.18,-5.08,-1.43,1083.84
28.19,74.87,193.2,-7.91,1.52,4.36,1298.83
26.29,80.42,312.05,3.36,-8.49,-5.24,1235.42
33.66,79.03,206.57,2.19,0.37,4.04,745.04
47.25,77.68,156.9,4.27,-8.25,9.98,593.77
23.13,82.86,171.99,-0.51,-3.26,7.29,615.84
41.61,75.83,299.18,-4.6,3.73,2.71,1290.8
40.62,66.1,202.41,3.27,-1.75,8.8,866.3
22.87,68.88,280.83,-2.57,-4.39,9.82,268.7
47.68,78.67,289.84,-5.62,2.32,1.41,11.85
37.05,85.05,219.02,-1.83,4.81,-4.53,59.35
30.91,60.89,244.98,5.27,-4.91,8.3,1735.03
42.7,63.68,230.75,-0.48,-4.01,6.88,915.65
27.72,87.23,339.47,-4.0,2.81,-8.31,1314.85
40.81,73.14,213.99,6.64,9.3,8.73,1858.07
21.19,57.16,186.66,7.63,-5.72,-2.68,252.56
45.18,76.55,223.12,-1.33,3.08,-3.56,895.23
33.45,89.63,283.9,-2.51,8.13,-3.13,1078.13
39.1,82.94,289.47,2.25,-0.76,-3.6,1683.07
26.64,79.83,334.81,-8.84,-3.66,0.32,1987.44
40.31,58.32,326.35,3.83,3.34,1.6,1423.36
43.17,85.05,207.66,5.65,-9.37,-1.49,1283.67
34.2,71.03,241.03,-2.05,-2.8,-1.75,1840.63
38.53,85.57,299.45,-6.51,-4.84,4.75,1674.76
33.69,63.19,333.31,-9.42,-5.51,-9.94,1730.09
46.82,52.48,217.43,2.74,-6.4,8.94,5.41
34.94,69.04,238.89,-4.62,4.74,4.29,1028.86
45.25,60.79,329.9,-0.72,9.1,4.15,1565.46
44.04,78.61,221.7,-2.27,-2.3,-1.56,362.91
32.32,88.28,246.1,-6.5,-9.02,9.32,1502.9
26.9,77.64,330.9,0.17,4.38,-9.99,18.32
32.18,85.48,310.45,-0.81,0.76,-8.47,1150.33
44.79,68.12,198.69,2.48,4.47,6.08,2723.02
26.83,80.87,214.96,-4.96,2.96,4.77,862.7
35.73,83.72,220.59,-5.71,8.11,-4.57,1478.91
44.18,78.44,332.55,6.29,-7.19,1.9,1060.8
30.6,70.31,349.79,4.04,-6.62,0.64,1294.58
39.27,75.03,304.8,5.44,-3.17,0.54,1033.34
27.37,78.02,246.87,-7.53,-0.17,1.91,951.67
23.28,60.12,152.03,-5.52,8.51,9.87,1683.25
43.83,82.38,289.5,1.51,8.14,9.75,185.49
22.97,88.01,227.87,7.14,7.44,9.63,1169.3
28.14,68.61,276.6,7.84,-5.55,0.97,229.62
45.65,78.04,271.34,6.64,4.59,-3.64,1125.62
30.39,79.48,246.17,-9.13,-2.33,1.2,1927.19
49.19,76.49,338.88,6.42,8.62,2.45,114.2
49.39,71.88,154.63,7.98,-5.71,-3.77,844.01
28.05,85.27,292.43,-8.87,-7.17,2.66,1603.94
21.23,67.96,231.97,-1.67,6.85,2.44,739.38
41.15,52.44,292.76,0.73,4.34,8.07,1040.63
33.53,95.86,285.04,-5.34,6.43,-5.25,229.42
23.02,76.96,152.05,0.33,-6.84,3.95,446.15
41.23,83.97,207.07,7.72,7.7,-0.98,1372.85
20.94,55.54,187.82,7.34,3.55,-7.4,1657.18
46.11,51.23,183.4,8.8,3.03,-3.68,1292.91
24.16,87.37,295.7,-0.32,1.65,-8.85,1673.84
23.82,55.91,197.91,-1.79,5.3,-3.61,1211.31
25.27,82.39,244.95,3.32,-1.69,-8.62,1620.42
48.81,82.93,199.4,-1.66,-7.34,8.51,1965.77
40.8,78.35,266.05,-9.16,0.79,-7.97,165.65
44.04,55.25,294.11,4.4,4.96,6.35,959.3
31.93,76.7,216.21,-4.38,-6.93,8.12,379.79
30.09,85.56,270.6,-9.02,-5.52,-0.65,930.46
27.03,67.02,314.97,-9.59,3.93,-8.92,999.17
34.42,66.54,168.84,8.63,-4.61,1.92,1243.84
36.55,67.71,292.13,-4.96,-6.6,-5.3,878.6
38.95,53.29,214.63,-1.04,7.79,-6.47,649.42
27.71,85.68,174.53,9.01,-6.78,1.34,86.34
48.46,84.77,259.13,-0.65,-3.12,-2.87,69.59
25.09,89.92,195.25,-8.43,-1.43,4.61,350.02
48.97,73.41,314.27,1.04,-0.48,1.83,897.97
20.45,95.86,158.58,-8.24,-2.77,6.59,835.03
34.43,58.11,169.73,-8.1,8.25,-8.83,381.39
30.0,76.7,254.2,7.03,3.17,-5.3,1644.68
33.47,75.99,267.79,-4.21,-2.81,1.34,1366.99
37.12,86.05,295.98,3.57,-2.85,7.61,686.33
33.07,83.23,201.85,0.18,0.06,6.27,1593.94
32.45,87.54,318.35,-5.55,-9.33,3.59,1978.49
41.98,84.75,340.63,0.36,8.53,1.48,490.08
40.58,84.75,249.81,-8.62,-5.53,2.63,725.18
45.0,52.55,302.11,-3.06,3.95,-5.73,1985.8
27.5,83.84,254.97,0.46,5.55,1.9,275.77
38.29,74.3,163.89,-5.43,6.55,-0.12,154.38
37.56,65.22,215.22,3.2,-6.69,-2.31,1041.98
31.09,52.26,167.5,-8.96,0.73,7.75,936.86
34.58,77.11,347.78,-0.3,-8.33,6.59,156.58
29.41,63.13,195.81,4.3,6.1,-8.47,580.07
24.26,68.71,277.18,-1.4,-0.27,9.71,837.87
26.41,77.27,206.87,7.49,-6.83,-5.4,1644.42
23.17,86.47,280.65,2.64,4.37,-5.69,1415.68
40.49,83.02,192.08,9.17,-3.38,8.88,1829.05
39.82,68.02,307.05,-4.32,-7.71,-1.1,665.0
48.52,65.51,172.16,8.78,-0.78,6.11,618.76
41.89,59.59,329.03,2.14,-5.3,-4.24,926.36
21.56,64.9,318.08,4.9,9.0,7.46,15.06
46.53,54.44,285.76,8.04,-2.77,6.65,414.64
45.88,88.84,163.48,1.02,1.45,0.39,422.94
33.3,72.96,191.71,7.24,8.97,4.1,122.18
37.58,55.11,321.87,0.83,-2.13,9.28,910.26
49.28,64.11,174.39,1.98,-2.84,-0.96,1811.04
35.97,71.88,181.19,-1.1,-6.75,-0.12,8.06
47.16,71.32,258.8,-7.09,8.77,4.46,1256.83
22.49,51.42,204.84,1.07,6.01,-2.27,1758.67
25.73,88.03,194.42,9.55,-5.58,9.22,215.04
33.22,61.02,265.16,5.74,-3.35,-9.19,1834.52
37.54,50.65,224.52,4.95,8.3,-1.93,1637.04
44.49,53.06,178.11,2.87,0.75,4.28,429.14
49.65,73.21,256.97,-3.04,1.13,-1.41,1810.69
31.67,55.51,227.4,-6.61,2.96,-4.82,1608.03
21.42,51.67,296.9,-5.51,5.24,-1.73,222.78
44.04,65.19,170.55,-9.87,8.79,7.63,1661.2
38.13,74.91,274.12,3.47,6.04,0.94,1084.37
25.96,54.47,237.3,6.24,8.69,-3.3,1631.92
34.84,62.53,231.21,-4.62,6.41,3.43,1235.33
42.27,66.71,196.46,-8.16,-9.07,2.24,783.71
43.11,56.38,156.09,-3.29,-7.65,1.21,1202.28
34.99,70.24,319.54,-4.16,7.7,-2.18,1272.36
29.16,53.41,215.28,-0.98,-9.45,-8.56,1532.41
49.21,51.86,286.22,-4.72,5.88,2.41,1661.36
39.9,70.79,339.52,-3.21,7.0,-1.6,1326.42
32.25,59.92,263.0,8.15,-1.69,-1.42,1979.3
28.41,53.81,229.43,-3.3,-2.9,-5.32,1557.1
41.93,66.96,203.65,5.71,-6.11,-5.01,1821.53
27.27,86.61,336.81,2.52,-9.02,5.75,638.99
25.15,78.97,286.42,-3.25,4.91,-0.41,632.45
35.9,82.62,283.06,6.36,-8.53,-7.81,724.67
28.7,84.88,235.23,1.9,8.89,-9.08,879.43
38.87,88.91,319.01,-9.83,-4.07,-5.51,1922.8
23.54,80.53,292.73,-8.63,5.88,-0.25,147.06
39.65,74.34,206.64,5.05,-8.81,2.35,996.89
28.5,64.62,269.92,-1.07,0.73,-7.13,322.32
20.01,57.27,236.04,-1.89,-3.02,-1.32,-110.99
23.81,77.47,151.32,-7.08,-9.4,-8.55,62.29
48.01,89.8,311.52,-6.85,3.12,-9.25,910.29
46.02,68.69,174.57,5.96,8.86,7.27,789.48
27.01,78.95,251.99,6.58,-9.78,3.17,184.36
43.35,69.8,217.25,1.2,-4.59,5.62,753.44
38.26,67.28,218.42,-4.1,4.07,-6.36,1618.06
49.13,66.41,245.47,8.65,7.43,-3.56,274.95
31.21,70.18,349.4,2.48,-6.18,-1.12,1967.01
40.44,64.68,231.68,5.93,-8.59,3.16,116.91
21.91,79.95,186.47,-9.93,-9.83,0.7,578.21
31.89,84.97,272.72,-0.99,-5.7,1.03,1549.8
48.91,85.32,197.26,7.42,-8.57,-6.86,715.04
36.17,59.11,171.11,-3.24,-2.81,-0.5,960.71
28.64,85.84,160.03,4.53,-1.2,6.48,373.32
23.61,63.66,154.58,3.15,-0.4,0.19,1430.99
41.11,62.37,236.23,-6.96,-7.15,-6.01,359.08
39.35,79.07,235.35,5.5,-0.72,-1.73,1697.46
31.22,62.19,187.11,-7.75,-9.82,5.1,1079.0
48.53,52.12,306.8,4.56,-5.21,-7.3,1096.31
20.67,64.94,175.85,9.82,-2.62,1.61,1867.02
29.11,78.86,333.06,9.16,-7.63,9.31,1546.0
47.63,63.08,267.52,6.0,6.28,-2.39,1486.28
29.63,75.18,155.52,0.69,-5.98,-9.13,1716.08
27.57,76.4,342.59,3.5,5.1,2.66,183.63
36.03,79.35,211.59,4.56,-0.52,-9.06,1452.09
44.71,85.89,239.99,-9.83,-0.41,-6.17,466.42
23.09,67.3,206.85,-7.95,2.9,-9.03,561.89
48.29,56.66,295.68,1.94,-9.11,-6.59,30.29
43.85,62.76,247.14,-9.87,-8.42,7.1,1787.44
25.44,67.29,176.47,8.18,-3.46,4.7,1478.23
41.36,78.56,170.84,-0.21,-1.66,-3.16,278.57
31.55,50.52,295.08,-4.84,-1.4,7.94,655.85
32.07,62.63,197.42,-2.12,3.54,3.3,959.87
43.5,81.19,177.56,7.02,-9.99,-1.05,987.82
48.88,76.83,249.89,8.54,9.18,-8.63,1191.31
23.8,79.27,310.55,-7.68,-6.51,4.61,944.37
32.62,82.47,205.76,5.56,-5.03,-2.49,1297.29
34.43,81.33,205.29,1.56,8.11,-3.94,1767.74
31.29,77.29,316.78,1.71,-9.89,-4.23,796.15
30.9,67.59,179.57,5.59,9.83,-9.85,1753.42
21.57,89.34,273.35,-5.54,-9.28,4.85,439.22
40.57,72.76,341.0,0.62,-7.59,-7.09,242.76
33.09,58.11,318.26,-3.61,-5.2,0.41,478.8
25.84,61.71,162.36,-8.11,-1.23,-9.68,413.19
44.48,77.74,213.98,-7.9,0.37,2.56,1970.16
44.08,86.99,178.47,-7.27,-7.91,-2.61,762.11
34.59,57.15,339.85,2.3,-8.53,2.61,1302.95
28.95,53.29,347.19,-7.88,-9.36,-8.2,1392.11
39.14,85.26,197.0,1.4,-4.86,-4.67,890.42
28.64,86.61,283.94,1.77,8.43,-7.79,447.14
27.08,61.06,318.33,8.08,-2.2,2.92,876.2
41.92,65.09,196.74,2.53,5.28,-7.83,947.52
21.21,76.41,187.54,9.71,-6.2,2.34,1908.02
22.84,63.2,75.22,-9.38,-8.71,-7.31,1137.25
20.2,85.09,232.39,4.08,1.09,8.87,1939.75
24.59,54.3,329.89,-9.47,6.44,-1.67,1153.43
22.07,51.52,330.6,4.59,7.97,-7.47,290.0
49.87,58.34,175.55,-2.28,0.92,-9.16,768.75
28.66,61.44,190.87,2.23,-4.12,-3.41,1584.63
24.48,54.52,231.61,-3.81,-7.81,7.83,843.24
27.23,52.63,306.12,-6.82,3.36,-7.12,199.47
48.08,80.22,272.37,4.47,-4.39,5.82,192.15
35.6,56.57,252.77,8.09,6.88,-1.65,474.13
30.94,86.56,268.39,-6.33,2.1,6.06,1129.54
46.2,64.72,169.24,8.41,7.18,7.49,1660.31
31.85,76.82,245.53,-7.2,1.33,9.96,1067.43
30.05,59.02,348.41,4.71,5.43,-8.64,1492.16
26.22,59.61,167.69,9.19,-4.11,5.93,1291.19
31.33,72.99,253.85,-7.05,0.06,-8.61,1048.2
29.5,72.43,209.13,-1.3,-9.61,-3.7,429.62
40.32,80.75,257.98,-3.25,2.16,2.92,1766.34
28.69,80.31,264.76,-2.23,0.67,-1.05,551.43
37.32,76.83,265.49,5.06,5.11,1.31,505.64
21.98,67.97,320.44,3.22,4.58,9.32,515.6
25.74,85.63,227.95,9.37,2.55,6.37,191.37
32.22,74.9,253.27,-6.29,-8.87,-2.73,997.31
48.11,89.61,152.19,0.87,8.06,2.0,655.06
31.32,82.77,307.91,-1.02,-9.64,-9.03,1043.88
39.92,51.77,201.9,8.38,6.07,-0.94,906.23
27.65,62.82,313.31,-9.79,-0.41,2.17,1039.58
23.81,72.88,203.13,9.78,6.36,4.29,595.31
21.76,78.86,152.16,-0.41,-0.7,8.03,1630.28
29.16,72.01,180.97,2.51,2.94,-4.34,1068.39
24.73,81.45,347.14,-2.8,-2.73,8.04,416.87
25.22,61.31,213.96,7.05,4.87,3.23,1803.61
42.82,57.36,171.76,1.24,-4.92,-8.45,218.91
20.48,52.16,173.75,3.26,4.39,-2.39,1466.87
36.73,72.93,212.07,2.98,-6.13,-0.47,1356.9
31.38,77.54,157.53,-2.72,4.44,-2.95,145.72
35.2,63.05,252.3,-8.48,-4.13,-7.68,1803.02
36.88,74.54,192.75,6.15,-4.43,1.03,632.62
29.4,52.09,253.86,-4.21,6.23,-7.36,1481.79
28.85,53.97,178.15,6.98,6.27,8.3,554.0
42.0,78.07,235.97,2.17,3.83,7.31,1051.38
46.14,64.72,269.58,-2.93,8.48,-0.5,1944.67
25.78,76.85,162.4,1.88,-6.88,-8.65,1221.55
22.93,83.27,229.75,2.91,-4.61,1.04,592.65
46.93,84.1,210.5,4.13,-4.12,1.84,916.75
30.5,56.89,198.07,6.45,-3.89,7.77,1352.08
36.54,69.45,270.91,-6.8,-3.44,-8.65,890.38
30.79,79.36,267.71,8.88,3.94,3.84,1821.5
23.77,80.96,276.14,-1.78,-4.58,1.26,1734.92
37.68,81.39,181.78,7.21,-4.28,-6.5,293.62
35.75,59.13,207.14,-5.59,1.41,-7.57,1569.88
26.09,57.7,191.94,-9.42,-6.13,3.88,1884.83
33.56,73.6,258.1,1.47,-2.7,-3.2,633.82
43.91,79.64,242.21,-3.51,-8.84,10.0,476.44
37.71,62.77,216.06,9.69,9.05,7.88,19.18
22.91,54.19,307.2,-7.91,-3.65,1.31,231.31
36.44,78.67,168.79,-9.05,7.0,2.83,1921.83
41.08,61.99,344.98,-9.1,0.6,-6.82,782.24
43.78,56.65,173.31,-5.66,-5.44,7.88,774.68
38.87,55.91,304.61,1.58,-6.13,-0.82,533.36
24.58,62.6,223.65,0.11,3.9,0.43,328.12
41.31,73.71,323.05,11.42,-18.89,19.23,1017.58
40.32,64.34,164.83,-8.22,-6.34,-9.87,1446.38
20.73,50.83,224.94,-5.33,-7.69,-0.11,1101.59
32.35,53.88,217.09,-6.32,-2.26,2.54,70.9
29.99,61.62,348.63,4.91,-2.12,-6.81,1606.94
40.08,76.39,347.11,5.6,6.13,-8.63,1863.19
26.48,53.94,187.96,5.54,-0.62,0.7,880.75
37.73,72.43,275.99,9.38,-8.75,0.95,732.93
47.4,54.8,257.1,7.68,8.41,-3.39,459.71
43.93,58.46,180.87,-0.04,-2.54,7.64,603.74
18.85,56.89,183.56,-1.7,3.37,-3.98,1288.9
49.36,52.69,347.85,8.32,3.35,0.33,1540.29
20.32,76.85,240.55,2.22,-8.87,-6.27,664.43
38.68,68.54,175.16,-4.11,-9.93,-9.78,679.35
32.39,83.24,192.96,1.29,-8.24,-1.48,902.2
45.8,53.96,203.67,9.84,9.13,0.54,340.41
27.55,55.79,252.18,6.99,5.88,5.29,1854.42
49.43,62.26,217.11,-4.37,-7.36,-1.02,1410.91
38.41,80.63,241.0,9.06,2.3,-4.43,867.17
43.81,62.23,183.3,9.63,2.24,2.08,244.55
22.57,66.34,215.35,-5.38,-9.99,-2.38,1697.65
25.5,62.06,164.06,7.91,-1.42,-5.33,967.43
42.75,53.21,327.94,7.66,4.24,8.21,1593.77
20.66,87.58,189.75,-9.2,-6.26,0.73,66.79
44.51,71.94,301.38,3.39,7.02,-5.99,547.31
20.42,81.51,219.91,-3.89,3.21,3.42,1244.19
39.71,76.33,244.88,3.49,-9.86,6.06,975.85
30.95,70.57,208.25,8.27,7.1,5.17,590.14
38.34,53.59,289.29,-0.02,-9.61,1.99,402.26
40.88,75.71,318.91,-1.71,7.76,0.39,603.63
30.27,56.21,207.25,-0.11,3.48,12.83,1484.68
23.24,66.58,198.44,9.48,3.97,4.16,367.41
22.09,75.16,286.29,-8.76,5.75,1.43,1187.63
37.67,81.29,189.03,8.46,-4.37,3.15,847.36
35.62,77.4,277.97,-8.34,-2.87,-6.63,1526.08
42.27,76.86,168.89,-3.25,0.19,-9.6,403.24
35.29,55.96,274.03,5.25,1.65,8.62,540.18
32.67,63.85,252.68,5.54,-4.16,8.71,797.38
31.94,51.72,172.78,4.52,9.85,5.76,333.15
20.79,78.78,279.82,-9.22,4.74,-2.55,922.39
30.07,88.1,239.31,-7.34,-4.52,-6.98,832.1
49.28,60.56,193.42,8.72,2.81,-2.85,1980.17
46.21,53.51,220.68,-8.37,-1.29,4.52,1187.73
29.88,69.02,248.42,-8.43,7.21,-3.3,138.92
37.63,84.27,168.31,6.71,-3.42,5.92,919.88
45.42,72.08,341.52,2.83,-6.24,3.46,1757.0
33.24,51.87,283.11,-2.97,-9.08,2.6,1733.54
20.54,88.97,170.51,-6.69,9.69,8.6,1923.61
22.24,83.15,314.57,7.68,-2.82,7.87,1788.46
35.31,55.26,214.51,9.77,-5.59,4.23,352.6
49.08,86.87,497.15,-9.0,-0.16,-6.02,7.14
40.8,68.03,205.43,1.08,-4.17,8.78,1232.51
22.13,64.88,296.68,-4.77,-5.34,-5.46,1404.89
25.68,68.44,294.6,-18.43,0.69,0.95,262.42
43.14,83.38,260.41,-3.08,-8.5,6.54,333.67
45.24,76.38,198.19,4.29,0.18,-5.83,1926.15
38.53,52.37,200.74,0.79,-2.25,2.77,1887.67
39.33,88.3,226.57,-6.62,16.84,12.13,313.94
20.85,55.91,179.0,7.16,-3.59,2.48,494.02
44.86,79.82,217.53,-0.59,1.41,9.16,1784.23
43.65,75.45,286.87,6.91,-8.36,6.17,869.99
27.77,57.5,316.17,-2.73,-2.48,-4.08,1596.15
41.26,56.83,216.52,-6.5,-5.25,-8.85,791.97
26.45,84.81,196.72,-0.89,-1.24,9.34,1472.77
21.21,66.79,316.53,-0.03,-2.03,1.7,793.65
26.03,76.18,328.14,-0.43,2.62,-6.54,1798.36
25.36,70.16,232.0,6.17,2.58,2.54,651.15
30.13,79.09,155.38,1.29,-1.73,-9.16,1046.24
32.55,69.17,288.99,7.77,-6.37,-6.25,1043.51
35.26,61.5,306.81,0.28,1.64,2.65,1297.74
34.3,64.54,153.6,-5.51,9.33,-1.95,613.4
28.12,84.36,269.01,-7.41,-6.29,-3.5,1285.32
20.88,68.72,267.67,7.37,-8.62,3.11,282.07
38.15,58.54,225.74,-8.88,-4.71,7.33,1787.23
31.87,87.38,299.95,-7.65,-1.74,3.57,288.35
28.96,81.86,235.64,-8.73,-3.88,-0.73,1680.59
46.01,52.23,285.36,-1.53,6.69,3.18,1386.3
42.4,89.96,253.42,0.65,-0.14,3.91,682.13
45.73,77.8,199.69,-9.6,-5.08,5.5,654.87
34.85,56.41,271.3,0.31,9.0,-3.86,1932.09
23.93,59.49,497.15,-2.12,-7.5,-7.71,389.97
40.89,77.7,344.78,5.47,-7.54,3.64,1445.92
26.18,81.19,226.02,6.6,-5.09,-7.58,367.36
33.24,59.56,162.89,3.7,-8.46,-0.76,1810.8
21.95,60.28,347.59,-0.53,5.03,-5.39,1483.88
44.76,62.28,274.76,-5.68,-3.74,-3.36,1865.41
23.78,73.92,339.29,6.94,4.6,-0.59,1758.22
47.09,56.87,170.77,-3.17,5.25,7.92,1099.0
45.93,54.17,218.41,-2.87,-5.25,3.61,304.46
33.94,77.15,176.79,8.32,0.37,-6.57,442.92
42.33,81.16,317.1,9.51,0.39,7.59,403.64
38.58,70.04,326.07,7.96,7.43,0.01,441.28
44.09,64.55,250.26,9.96,-9.49,-5.91,952.83
32.95,67.28,187.32,7.38,-3.66,0.55,1735.59
43.57,65.54,175.42,4.09,7.65,-6.18,46.23
33.87,88.4,267.63,-4.12,-5.26,-2.65,476.96
48.23,80.72,251.28,9.06,-7.26,6.11,1193.61
34.59,58.32,288.96,7.53,1.52,3.17,1730.65
33.88,65.37,211.04,-5.19,-3.88,-0.44,594.96
43.55,44.56,230.47,-0.22,-0.65,-5.47,765.05
44.65,74.52,154.27,-8.6,6.4,-4.36,746.85
36.63,68.73,272.03,9.07,0.41,9.56,587.39
25.39,82.41,234.63,1.46,0.32,-3.14,1397.53
34.03,80.7,333.95,-5.1,-4.44,2.32,1311.63
49.04,70.21,278.36,-4.15,5.86,-0.01,1686.55
53.04,84.18,229.74,9.61,4.8,-9.54,1835.15
44.33,80.04,202.72,2.31,-5.32,8.89,1800.95
20.98,81.14,331.06,-1.59,-3.6,-8.24,1080.32
34.04,88.26,153.25,-0.0,5.77,3.17,371.39
39.4,60.66,215.38,-8.03,-2.85,6.22,444.32
53.04,60.71,338.7,-8.5,-1.93,4.97,1180.51
53.04,85.56,280.81,1.85,-2.71,6.19,1836.8
45.57,80.89,256.54,0.24,-6.77,4.79,1060.86
36.45,87.06,190.71,-2.82,-3.18,-1.09,1871.46
25.92,52.53,316.67,1.32,6.06,7.93,524.5
29.52,75.11,190.84,-8.55,-0.18,8.25,172.69
28.46,55.79,199.65,8.88,-0.84,-1.26,1592.58
35.93,70.16,188.37,-4.13,-6.87,-0.3,1758.77
21.55,56.23,181.63,-8.56,-6.45,-0.29,896.16
24.76,55.12,340.66,-6.61,-9.14,-4.42,204.89
44.38,50.49,270.41,-8.09,-9.72,-7.7,84.65
23.98,75.21,277.57,-6.43,-0.24,-4.76,125.12
27.0,64.36,340.87,-1.66,-1.82,6.88,878.23
33.6,54.21,196.12,4.76,-4.49,0.86,469.63
35.51,62.91,151.18,-4.55,9.8,7.0,923.85
42.91,56.76,269.78,-1.28,-2.04,4.9,976.98
33.42,87.67,251.57,8.58,5.78,-3.03,916.19
43.7,62.8,245.53,-4.08,-5.79,-6.29,1239.84
38.55,63.36,162.38,5.89,-5.06,1.34,1358.81
23.39,83.59,240.89,-6.84,1.37,8.72,791.89
24.69,75.91,207.51,-6.43,-9.92,6.79,674.06
33.11,78.41,204.91,-0.88,-9.65,5.28,736.8
31.91,75.44,194.48,-5.32,-7.16,5.28,140.36
42.31,87.85,216.51,8.06,-5.54,0.56,643.26
37.42,58.28,220.63,-8.98,0.56,-6.61,399.83
31.64,89.56,211.76,1.95,3.72,-4.29,581.68
25.12,83.24,345.75,2.08,-3.76,1.56,1428.79
26.81,73.56,336.55,-8.68,-5.22,-3.67,1977.08
37.27,76.49,264.9,4.65,6.46,5.63,1847.11
32.7,75.95,346.21,-0.62,-6.74,-2.54,1643.25
35.45,52.34,348.24,4.46,3.57,-7.72,1474.39
25.12,58.72,221.19,6.54,8.63,5.65,1889.88
39.89,88.46,239.04,10.24,2.61,-2.64,1504.08
45.58,71.37,341.81,-0.31,-8.26,-4.94,941.91
27.74,65.13,271.73,-4.78,9.6,9.62,1202.72
